year,property_id,quarter_mapi,geomid_s,setl_name,rental_price,listings_amount,red_flag
2025,12,9,s_7900,פתח תקווה,66.95090804456756,264,False
2025,12,12,s_7900,פתח תקווה,65.48247184378826,299,False
2026,12,3,s_7900,פתח תקווה,69.2167843215684,440,False
2022,12,3,s_195,קדימה-צורן,,6,False
2023,12,3,s_195,קדימה-צורן,,1,False
2023,12,6,s_195,קדימה-צורן,,3,False
2023,12,9,s_195,קדימה-צורן,,4,False
2023,12,12,s_195,קדימה-צורן,,6,False
2024,12,3,s_195,קדימה-צורן,,6,False
2024,12,6,s_195,קדימה-צורן,,5,False
2024,12,12,s_195,קדימה-צורן,,3,False
2025,12,12,s_195,קדימה-צורן,,1,False
2026,12,3,s_195,קדימה-צורן,,2,False
2022,12,3,s_1167,קיסריה,64.08655594405595,15,False
2022,12,6,s_1167,קיסריה,66.47565850815852,16,False
2022,12,9,s_1167,קיסריה,65.40596153846154,17,False
2023,12,3,s_1167,קיסריה,66.21969696969695,11,False
2023,12,6,s_1167,קיסריה,,9,False
2023,12,9,s_1167,קיסריה,68.87636363636364,12,False
2023,12,12,s_1167,קיסריה,69.31636363636363,13,False
2024,12,3,s_1167,קיסריה,71.63813921570136,12,False
2024,12,6,s_1167,קיסריה,65.6844925133731,15,False
2024,12,9,s_1167,קיסריה,68.22434048634608,14,False
2024,12,12,s_1167,קיסריה,70.72923318960834,17,False
2025,12,3,s_1167,קיסריה,66.92976138016898,15,False
2025,12,6,s_1167,קיסריה,69.80756666069705,14,False
2025,12,9,s_1167,קיסריה,61.725870948896144,11,False
2025,12,12,s_1167,קיסריה,66.84256349547998,14,False
2026,12,3,s_1167,קיסריה,66.45729779499689,20,False
2022,12,9,s_2620,קריית אונו,,2,False
2023,12,3,s_2620,קריית אונו,,4,False
2023,12,6,s_2620,קריית אונו,,5,False
2023,12,9,s_2620,קריית אונו,,7,False
2023,12,12,s_2620,קריית אונו,94.35963855421687,11,False
2024,12,3,s_2620,קריית אונו,90.72564102564102,11,False
2025,12,9,s_2620,קריית אונו,,3,False
2025,12,12,s_2620,קריית אונו,,7,False
2026,12,3,s_2620,קריית אונו,,9,False
2022,12,3,s_6800,קריית אתא,,8,False
2022,12,6,s_6800,קריית אתא,,7,False
2022,12,9,s_6800,קריית אתא,,9,False
2022,12,12,s_6800,קריית אתא,53.391407342657345,15,False
2023,12,3,s_6800,קריית אתא,60.73996503496504,17,False
2023,12,6,s_6800,קריית אתא,55.30887529137529,20,False
2023,12,9,s_6800,קריית אתא,57.6724358974359,17,False
2023,12,12,s_6800,קריית אתא,68.8483924104351,19,False
2024,12,3,s_6800,קריית אתא,57.67188557580631,15,False
2024,12,6,s_6800,קריית אתא,65.8777806061491,16,False
2024,12,9,s_6800,קריית אתא,51.1476840650451,15,False
2024,12,12,s_6800,קריית אתא,,8,False
2025,12,3,s_6800,קריית אתא,,9,False
2025,12,6,s_6800,קריית אתא,,8,False
2025,12,9,s_6800,קריית אתא,76.49326388888889,10,False
2025,12,12,s_6800,קריית אתא,73.24986950549452,16,False
2026,12,3,s_6800,קריית אתא,67.45979569042069,21,False
2022,12,3,s_9500,קריית ביאליק,50.36458125208125,19,False
2022,12,6,s_9500,קריית ביאליק,50.96632788507789,24,False
2022,12,9,s_9500,קריית ביאליק,56.876271818459315,27,False
2022,12,12,s_9500,קריית ביאליק,43.17313537157287,23,True
2023,12,3,s_9500,קריית ביאליק,51.497422889610384,26,False
2023,12,6,s_9500,קריית ביאליק,58.02473497146793,20,False
2023,12,9,s_9500,קריית ביאליק,61.30342138921684,18,False
2023,12,12,s_9500,קריית ביאליק,59.72068851536555,25,False
2024,12,3,s_9500,קריית ביאליק,62.645259638022786,24,False
2024,12,6,s_9500,קריית ביאליק,69.2542506470138,25,False
2024,12,9,s_9500,קריית ביאליק,72.97647286923602,24,False
2024,12,12,s_9500,קריית ביאליק,61.23619784686858,17,False
2025,12,3,s_9500,קריית ביאליק,80.99700203252034,11,True
2025,12,6,s_9500,קריית ביאליק,65.69926125703566,11,False
2025,12,9,s_9500,קריית ביאליק,69.0343803046547,23,False
2025,12,12,s_9500,קריית ביאליק,60.74735490119637,25,False
2026,12,3,s_9500,קריית ביאליק,58.44698756888273,27,False
2022,12,3,s_2630,קריית גת,,3,False
2022,12,9,s_2630,קריית גת,,4,False
2023,12,3,s_2630,קריית גת,,4,False
2023,12,6,s_2630,קריית גת,,5,False
2023,12,9,s_2630,קריית גת,,6,False
2023,12,12,s_2630,קריית גת,,9,False
2024,12,3,s_2630,קריית גת,,7,False
2024,12,6,s_2630,קריית גת,,8,False
2024,12,12,s_2630,קריית גת,74.18414918414918,10,False
2025,12,3,s_2630,קריית גת,67.03350815850816,10,False
2025,12,6,s_2630,קריית גת,,9,False
2025,12,9,s_2630,קריית גת,59.707750582750585,12,False
2025,12,12,s_2630,קריית גת,,9,False
2026,12,3,s_2630,קריית גת,62.68131977671452,11,False
2022,12,3,s_9600,קריית ים,,1,False
2023,12,3,s_9600,קריית ים,,1,False
2023,12,9,s_9600,קריית ים,,2,False
2024,12,12,s_9600,קריית ים,,1,False
2025,12,3,s_9600,קריית ים,,2,False
2025,12,6,s_9600,קריית ים,,3,False
2022,12,3,s_8200,קריית מוצקין,,8,False
2022,12,6,s_8200,קריית מוצקין,,9,False
2022,12,9,s_8200,קריית מוצקין,71.89122377622377,12,False
2022,12,12,s_8200,קריית מוצקין,75.11224941724942,16,False
2023,12,3,s_8200,קריית מוצקין,72.56953399443366,26,False
2023,12,6,s_8200,קריית מוצקין,77.49776017182371,34,False
2023,12,9,s_8200,קריית מוצקין,73.5226519947089,35,False
2023,12,12,s_8200,קריית מוצקין,63.29561947438369,41,False
2024,12,3,s_8200,קריית מוצקין,67.27025009358712,35,False
2024,12,6,s_8200,קריית מוצקין,61.540066766812885,30,False
2024,12,9,s_8200,קריית מוצקין,60.35439295552931,26,False
2024,12,12,s_8200,קריית מוצקין,66.90023423827945,19,False
2025,12,3,s_8200,קריית מוצקין,71.78197282070231,19,False
2025,12,6,s_8200,קריית מוצקין,72.07651169453108,20,False
2025,12,9,s_8200,קריית מוצקין,68.96939128178444,28,False
2025,12,12,s_8200,קריית מוצקין,79.31852779981725,32,False
2026,12,3,s_8200,קריית מוצקין,77.66914299533644,50,False
2022,12,6,s_2300,קרית טבעון,,2,False
2023,12,3,s_2300,קרית טבעון,,5,False
2023,12,6,s_2300,קרית טבעון,,4,False
2023,12,12,s_2300,קרית טבעון,,5,False
2024,12,9,s_2300,קרית טבעון,,2,False
2024,12,12,s_2300,קרית טבעון,,4,False
2025,12,3,s_2300,קרית טבעון,,5,False
2026,12,3,s_2300,קרית טבעון,,2,False
2023,12,3,s_1746,קרית תעופה,,2,False
2023,12,6,s_1746,קרית תעופה,,3,False
2023,12,9,s_1746,קרית תעופה,,6,False
2023,12,12,s_1746,קרית תעופה,,9,False
2024,12,3,s_1746,קרית תעופה,,8,False
2024,12,6,s_1746,קרית תעופה,,9,False
2024,12,9,s_1746,קרית תעופה,,7,False
2024,12,12,s_1746,קרית תעופה,,7,False
2025,12,12,s_1746,קרית תעופה,,1,False
2022,12,6,s_2640,ראש העין,,9,False
2022,12,9,s_2640,ראש העין,,6,False
2023,12,3,s_2640,ראש העין,53.55319865319865,24,False
2023,12,6,s_2640,ראש העין,55.00644841269841,22,False
2023,12,9,s_2640,ראש העין,51.6759190009337,25,False
2023,12,12,s_2640,ראש העין,52.50526353874883,39,False
2024,12,3,s_2640,ראש העין,48.37121222048141,28,False
2024,12,6,s_2640,ראש העין,52.1773260219342,27,False
2024,12,9,s_2640,ראש העין,47.705400776836164,26,False
2024,12,12,s_2640,ראש העין,53.05861419832091,28,False
2025,12,3,s_2640,ראש העין,57.164281420145194,23,False
2025,12,6,s_2640,ראש העין,46.63415321501699,25,False
2025,12,9,s_2640,ראש העין,54.335202894504164,27,False
2025,12,12,s_2640,ראש העין,49.5747557997558,18,False
2026,12,3,s_2640,ראש העין,52.25309641313088,38,False
2022,12,3,s_8300,ראשון לציון,65.3158100535379,76,False
2022,12,6,s_8300,ראשון לציון,69.28005459340977,78,False
2022,12,9,s_8300,ראשון לציון,66.45280708209967,91,False
2022,12,12,s_8300,ראשון לציון,62.300544533559396,93,False
2023,12,3,s_8300,ראשון לציון,68.52925830576746,114,False
2023,12,6,s_8300,ראשון לציון,69.50209040926066,131,False
2023,12,9,s_8300,ראשון לציון,69.12560983198503,152,False
2023,12,12,s_8300,ראשון לציון,72.05390259374076,164,False
2024,12,3,s_8300,ראשון לציון,70.31315134813576,148,False
2024,12,6,s_8300,ראשון לציון,67.77090265244,151,False
2024,12,9,s_8300,ראשון לציון,66.91910293897499,138,False
2024,12,12,s_8300,ראשון לציון,68.04539134307876,135,False
2025,12,3,s_8300,ראשון לציון,66.41357023128539,147,False
2025,12,6,s_8300,ראשון לציון,64.90218011248474,150,False
2025,12,9,s_8300,ראשון לציון,68.85724744685008,156,False
2025,12,12,s_8300,ראשון לציון,67.37166080739664,181,False
2026,12,3,s_8300,ראשון לציון,65.37587997600349,202,False
2022,12,3,s_8400,רחובות,61.63336624350559,89,False
2022,12,6,s_8400,רחובות,62.58223682130431,81,False
2022,12,9,s_8400,רחובות,60.307071755986726,94,False
2022,12,12,s_8400,רחובות,63.6297100201679,83,False
2023,12,3,s_8400,רחובות,63.258681371849896,97,False
2023,12,6,s_8400,רחובות,64.67873821681084,107,False
2023,12,9,s_8400,רחובות,61.51331311315691,101,False
2023,12,12,s_8400,רחובות,62.09995877911861,126,False
2024,12,3,s_8400,רחובות,61.02960832493968,106,False
2024,12,6,s_8400,רחובות,64.93296717933038,108,False
2024,12,9,s_8400,רחובות,64.22644221694675,103,False
2024,12,12,s_8400,רחובות,64.43810494366205,96,False
2025,12,3,s_8400,רחובות,62.697850455885636,106,False
2025,12,6,s_8400,רחובות,64.25909574994733,100,False
2025,12,9,s_8400,רחובות,63.51697069323066,99,False
2025,12,12,s_8400,רחובות,63.22441430414175,124,False
2026,12,3,s_8400,רחובות,64.49246731063248,131,False
2022,12,3,s_8500,רמלה,,3,False
2022,12,6,s_8500,רמלה,,4,False
2022,12,9,s_8500,רמלה,,3,False
2023,12,3,s_8500,רמלה,,3,False
2023,12,12,s_8500,רמלה,,2,False
2024,12,3,s_8500,רמלה,,2,False
2024,12,6,s_8500,רמלה,,3,False
2024,12,9,s_8500,רמלה,,5,False
2025,12,6,s_8500,רמלה,,3,False
2025,12,12,s_8500,רמלה,,6,False
2026,12,3,s_8500,רמלה,,7,False
2022,12,3,s_8600,רמת גן,75.66644576632186,254,False
2022,12,6,s_8600,רמת גן,80.00545750256607,265,False
2022,12,9,s_8600,רמת גן,81.18494791347388,312,False
2022,12,12,s_8600,רמת גן,82.18195174027899,273,False
2023,12,3,s_8600,רמת גן,84.57331078788742,327,False
2023,12,6,s_8600,רמת גן,83.61213156884351,304,False
2023,12,9,s_8600,רמת גן,79.41649429128533,238,False
2023,12,12,s_8600,רמת גן,82.87580256915547,313,False
2024,12,3,s_8600,רמת גן,78.32070619032768,247,False
2024,12,6,s_8600,רמת גן,82.2673431959087,251,False
2024,12,9,s_8600,רמת גן,84.25178491197744,280,False
2024,12,12,s_8600,רמת גן,84.17694927138164,258,False
2025,12,3,s_8600,רמת גן,85.99875658471692,287,False
2025,12,6,s_8600,רמת גן,82.05837691819065,299,False
2025,12,9,s_8600,רמת גן,82.05707355741058,358,False
2025,12,12,s_8600,רמת גן,85.25577900758361,368,False
2026,12,3,s_8600,רמת גן,82.87186440269217,439,False
2022,12,3,s_2650,רמת השרון,92.793973806151,12,True
2022,12,6,s_2650,רמת השרון,82.09735896742373,15,False
2022,12,9,s_2650,רמת השרון,92.51565364196843,21,False
2022,12,12,s_2650,רמת השרון,104.96834263561237,16,False
2023,12,3,s_2650,רמת השרון,92.57972156935698,41,False
2023,12,6,s_2650,רמת השרון,84.49749026984085,44,False
2023,12,9,s_2650,רמת השרון,87.15753637077042,41,False
2023,12,12,s_2650,רמת השרון,83.31486374194914,52,False
2024,12,3,s_2650,רמת השרון,88.08738804727803,31,False
2024,12,6,s_2650,רמת השרון,92.50589699539103,34,False
2024,12,9,s_2650,רמת השרון,90.73494019562477,34,False
2024,12,12,s_2650,רמת השרון,102.62437568206266,23,False
2025,12,3,s_2650,רמת השרון,93.32187581170564,22,False
2025,12,6,s_2650,רמת השרון,101.1937556839378,13,False
2025,12,9,s_2650,רמת השרון,91.58213154944904,14,False
2025,12,12,s_2650,רמת השרון,90.76583896522168,16,False
2026,12,3,s_2650,רמת השרון,84.08250732475224,15,False
2022,12,3,s_122,רמת ישי,,3,False
2022,12,6,s_122,רמת ישי,,4,False
2022,12,9,s_122,רמת ישי,,5,False
2023,12,3,s_122,רמת ישי,,9,False
2024,12,3,s_122,רמת ישי,,3,False
2024,12,6,s_122,רמת ישי,,5,False
2024,12,9,s_122,רמת ישי,,7,False
2024,12,12,s_122,רמת ישי,78.54039351851851,15,False
2025,12,3,s_122,רמת ישי,65.415625,15,False
2025,12,6,s_122,רמת ישי,60.00745506535948,14,False
2025,12,9,s_122,רמת ישי,58.968705838191134,14,False
2025,12,12,s_122,רמת ישי,,8,False
2026,12,3,s_122,רמת ישי,62.47367860258355,12,False
2022,12,3,s_8700,רעננה,66.53949002854141,61,False
2022,12,6,s_8700,רעננה,80.18475608397279,48,False
2022,12,9,s_8700,רעננה,60.35590663075956,47,True
2022,12,12,s_8700,רעננה,56.63410665276277,41,False
2023,12,3,s_8700,רעננה,66.10878227045885,55,False
2023,12,6,s_8700,רעננה,71.43420980486347,60,False
2023,12,9,s_8700,רעננה,63.96431794964188,67,False
2023,12,12,s_8700,רעננה,64.73223599836092,73,False
2024,12,3,s_8700,רעננה,62.92382114943875,47,False
2024,12,6,s_8700,רעננה,63.061328231623264,55,False
2024,12,9,s_8700,רעננה,72.85014972912434,41,False
2024,12,12,s_8700,רעננה,67.2248462782038,47,False
2025,12,3,s_8700,רעננה,71.3015732949229,58,False
2025,12,6,s_8700,רעננה,76.32783996799726,48,False
2025,12,9,s_8700,רעננה,80.30067367081571,63,False
2025,12,12,s_8700,רעננה,75.73894373481238,82,False
2026,12,3,s_8700,רעננה,78.12657201737711,92,False
2022,12,6,s_1165,שילת,,3,False
2022,12,9,s_1165,שילת,,4,False
2023,12,9,s_1165,שילת,,1,False
2024,12,3,s_1165,שילת,,3,False
2025,12,3,s_1165,שילת,,1,False
2026,12,3,s_1165,שילת,,5,False
2022,12,3,s_5000,תל אביב -יפו,83.02995352299276,611,False
2022,12,6,s_5000,תל אביב -יפו,85.41929879275399,626,False
2022,12,9,s_5000,תל אביב -יפו,89.83516791905846,710,False
2022,12,12,s_5000,תל אביב -יפו,97.8969607537349,648,False
2023,12,3,s_5000,תל אביב -יפו,95.29111785937744,713,False
2023,12,6,s_5000,תל אביב -יפו,93.93709076018582,835,False
2023,12,9,s_5000,תל אביב -יפו,94.04530721455511,843,False
2023,12,12,s_5000,תל אביב -יפו,94.40831938568758,901,False
2024,12,3,s_5000,תל אביב -יפו,90.7913962726089,885,False
2024,12,6,s_5000,תל אביב -יפו,92.88402574707032,802,False
2024,12,9,s_5000,תל אביב -יפו,91.26087023544132,790,False
2024,12,12,s_5000,תל אביב -יפו,92.78320005848983,871,False
2025,12,3,s_5000,תל אביב -יפו,92.9498927677177,906,False
2025,12,6,s_5000,תל אביב -יפו,92.25947633806769,926,False
2025,12,9,s_5000,תל אביב -יפו,91.81161036916949,1020,False
2025,12,12,s_5000,תל אביב -יפו,92.71061301706592,1035,False
2026,12,3,s_5000,תל אביב -יפו,90.82889835531056,1107,False
